Role,IsReturnGoods,Level,TextId,Text,AddRage,Option1,Option1ShowText,Option1Jump,Option1Mood,Option1Money,Option2,Option2ShowText,Option2Jump,Option2Mood,Option2Money,Option3,Option3ShowText,Option3Jump,Option3Mood,Option3Money,Option4,Option4ShowText,Option4Jump,Option4Mood,Option4Money,NoOptionJump,NoOptionMood,NoOptionMoney
12,FALSE,3,12003,嘿嘿，那太好了！我们村里的人呀，口味刁钻，难伺候的很，常见的他们都吃腻了，不健康的东西他们更不会吃，不知道您这边有没有什么推荐的呢,,秘制鲣鱼,,12004,,,水煮牛肉,,12015,,,凉拌鱿鱼,,12026,,,,,,,,,,
12,FALSE,3,12004,emmm，听起来不错！这个手艺，我们那确实没有人会，那我就定这道菜了！嘿嘿,,,,12005,,,,,,,,,,,,,,,,,,,,
12,FALSE,3,12005,感谢先生推荐！下面还有一个饮品制作，不知道您这边有没有什么独特口味呀，嘿嘿,,冰镇羊奶,,12006,,,泉水,,12010,,,巧克力牛奶,,12014,,,,,,,,,,
12,FALSE,3,12006,哇，这个听起来不错！这个味道，简直完美！先生给我来两桶带回去吧，嘿嘿,,,,12007,,,,,,,,,,,,,,,,,,,,
12,FALSE,3,12007,感谢先生推荐！最后我还有一个请求，就是餐后甜点！拜托先生了！,,榴莲饼,,12008,,500,苹果冰淇淋,,12009,,400,,,,,,,,,,,,,
12,FALSE,3,12008,嗯！这个味道，可以的！不愧是你们这的特产，我要了！嘿嘿，先生谢谢你，希望我比赛顺利！,,,,,,,,,,,,,,,,,,,,,,,,
12,FALSE,3,12009,这个冰淇淋！无比丝滑，味道鲜美，他们一定会爱上的，嘿嘿！先生谢谢你，希望我比赛顺利！,,,,,,,,,,,,,,,,,,,,,,,,
12,FALSE,3,12010,呃……这个泉水，可能有点普通了呢，他们应该不会喜欢吧……,,,,12011,,,,,,,,,,,,,,,,,,,,
12,FALSE,3,12011,感谢先生推荐！最后我还有一个请求，就是餐后甜点！拜托先生了！,,榴莲饼,,12012,,300,苹果冰淇淋,,12013,,200,,,,,,,,,,,,,
12,FALSE,3,12012,嗯！这个味道，可以的！不愧是你们这的特产，我要了！嘿嘿，先生谢谢你，希望我比赛顺利！,,,,,,,,,,,,,,,,,,,,,,,,
12,FALSE,3,12013,这个冰淇淋！无比丝滑，味道鲜美，他们一定会爱上的，嘿嘿！先生谢谢你，希望我比赛顺利！,,,,,,,,,,,,,,,,,,,,,,,,
12,FALSE,3,12014,呃……先生您确定么，这道饮品，他们估计都不会喜欢的……我自己也不喜欢巧克力……,,,,12011,,,,,,,,,,,,,,,,,,,,
12,FALSE,3,12015,emmm，这道菜，他们估计吃过了，别的厨师肯定会做，所以，他们应该不会喜欢吧……,,,,12016,,,,,,,,,,,,,,,,,,,,
12,FALSE,3,12016,不过还是感谢先生推荐！下面还有一个饮品制作，不知道您这边有没有什么独特口味呀，嘿嘿,,冰镇羊奶,,12017,,,泉水,,12021,,,巧克力牛奶,,12025,,,,,,,,,,
12,FALSE,3,12017,哇，这个听起来不错！这个味道，简直完美！先生给我来两桶带回去吧，嘿嘿,,,,12018,,,,,,,,,,,,,,,,,,,,
12,FALSE,3,12018,感谢先生推荐！最后我还有一个请求，就是餐后甜点！拜托先生了！,,榴莲饼,,12019,,300,苹果冰淇淋,,12020,,200,,,,,,,,,,,,,
12,FALSE,3,12019,嗯！这个味道，可以的！不愧是你们这的特产，我要了！嘿嘿，先生谢谢你，希望我比赛顺利！,,,,,,,,,,,,,,,,,,,,,,,,
12,FALSE,3,12020,这个冰淇淋！无比丝滑，味道鲜美，他们一定会爱上的，嘿嘿！先生谢谢你，希望我比赛顺利！,,,,,,,,,,,,,,,,,,,,,,,,
12,FALSE,3,12021,呃……这个泉水，可能有点普通了呢，他们应该不会喜欢吧……,,,,12022,,,,,,,,,,,,,,,,,,,,
12,FALSE,3,12022,感谢先生推荐！最后我还有一个请求，就是餐后甜点！拜托先生了！,,榴莲饼,,12023,,100,苹果冰淇淋,,12024,,0,,,,,,,,,,,,,
12,FALSE,3,12023,嗯！这个味道，可以的！不愧是你们这的特产，我要了！嘿嘿，先生谢谢你，希望我比赛顺利！,,,,,,,,,,,,,,,,,,,,,,,,
12,FALSE,3,12024,这个冰淇淋！无比丝滑，味道鲜美，他们一定会爱上的，嘿嘿！先生谢谢你，希望我比赛顺利！,,,,,,,,,,,,,,,,,,,,,,,,
12,FALSE,3,12025,呃……先生您确定么，这道饮品，他们估计都不会喜欢的……我自己也不喜欢巧克力……,,,,12022,,,,,,,,,,,,,,,,,,,,
12,FALSE,3,12026,emmm，这道菜，恐怕他们吃了会不舒服吧，我之前见过有人做这个，效果不太好呢……,,,,12016,,,,,,,,,,,,,,,,,,,,
13,FALSE,3,13001,你好啊年轻人，给我来一杯饮品吧，什么都行,,倒一杯冰啤酒,,13002,,,倒一杯热茶,,13002,,,,,,,,,,,,,,,
13,FALSE,3,13002,嗯……谢谢，正合我意,,,,13003,,,,,,,,,,,,,,,,,,,,
13,FALSE,3,13003,（喝了几口后）年轻人，我给你讲个故事吧，不知道你是否有兴趣？,,当然有兴趣，您请说？,,13004,,,,,,,,,,,,,,,,,,,,
13,FALSE,3,13004,（他闭上眼睛，开始自言自语起来）传说中有一棵世界之树，树根下有一个泉眼，和一条不断啃食树根的毒龙【尼德霍格】,,,,13005,,,,,,,,,,,,,,,,,,,,
13,FALSE,3,13005,在遥远的火之国中有一艘用死人的指甲建造的大船【纳吉尔法】,,,,13006,,,,,,,,,,,,,,,,,,,,
13,FALSE,3,13006,在天空中有两只追逐着太阳和月亮的两匹恶狼【哈提】和【斯库尔】…………,,先生？？您等等，我好像不知道您在说什么？,,13007,,,,,,,,,,,,,,,,,,,,
13,FALSE,3,13007,啊……抱歉抱歉，我应该通俗一点的，这些是我最近在古书上看到的记载，这三个看似完全没有任何关系的事情，却有着一定联系……,,请问……是什么联系？,,13008,,,,,,,,,,,,,,,,,,,,
13,FALSE,3,13008,当【哈提】和【斯库尔】吞掉太阳和月亮之时，天空变得阴沉无比，群星变得暗淡无光。,,,,13009,,,,,,,,,,,,,,,,,,,,
13,FALSE,3,13009,【尼德霍格】会在此时啃断世界之树的最后一个树根，可怕的魔物将会乘着【纳吉尔法】降临世界。,,这……这也太恐怖了，那后面，怎么才能避免这场灾难呢？,,13010,,,,,,,,,,,,,,,,,,,,
13,FALSE,3,13010,唉……你看……这后面的书页被撕掉了……我也正在试图去知晓这件事，这就是我最近的目的……,,询问【纳吉尔法】,您对【纳吉法尔】有什么想法？,13011,,,询问【哈提】和【斯库尔】,您对【哈提】和【斯库尔】有什么想法？,13016,,,询问【尼德霍格】,您对【尼德霍格】有什么想法？,,,,,,,,,,,
13,FALSE,3,13011,虽然书中描述那载着魔物大军的【纳吉尔法】是一艘船，但我认为也有可能是一种【途径】，像是【传送门】？,,询问【哈提】和【斯库尔】,您对【哈提】和【斯库尔】有什么想法？,13012,,,询问【尼德霍格】,您对【尼德霍格】有什么想法？,13013,,,,,,,,,,,,,,,
13,FALSE,3,13012,最近这种可以吸收光线的黑色物质遍布我们的周围，越来越像预言中日月被【哈提】和【斯库尔】吞掉后的样子了,,询问【尼德霍格】,您对【尼德霍格】有什么想法？,13014,,,,,,,,,,,,,,,,,,,,
13,FALSE,3,13013,我认为【尼德霍格】可能不一定真的是一条毒龙，他可能是一个引发灾难的一个【机制】,,,,13026,,,,,,,,,,,,,,,,,,,,
13,FALSE,3,13014,我认为【尼德霍格】可能不一定真的是一条毒龙，他可能是一个引发灾难的一个【机制】,,询问【哈提】和【斯库尔】,您对【哈提】和【斯库尔】有什么想法？,13015,,,,,,,,,,,,,,,,,,,,
13,FALSE,3,13015,最近这种可以吸收光线的黑色物质遍布我们的周围，越来越像预言中日月被【哈提】和【斯库尔】吞掉后的样子了,,,,13026,,,,,,,,,,,,,,,,,,,,
13,FALSE,3,13016,最近这种可以吸收光线的黑色物质遍布我们的周围，越来越像预言中日月被【哈提】和【斯库尔】吞掉后的样子了,,询问【纳吉尔法】,您对【纳吉法尔】有什么想法？,13017,,,询问【尼德霍格】,您对【尼德霍格】有什么想法？,13019,,,,,,,,,,,,,,,
13,FALSE,3,13017,虽然书中描述那载着魔物大军的【纳吉尔法】是一艘船，但我认为也有可能是一种【途径】，像是【传送门】？,,询问【尼德霍格】,您对【尼德霍格】有什么想法？,13018,,,,,,,,,,,,,,,,,,,,
13,FALSE,3,13018,我认为【尼德霍格】可能不一定真的是一条毒龙，他可能是一个引发灾难的一个【机制】,,,,13026,,,,,,,,,,,,,,,,,,,,
13,FALSE,3,13019,我认为【尼德霍格】可能不一定真的是一条毒龙，他可能是一个引发灾难的一个【机制】,,询问【纳吉尔法】,您对【纳吉法尔】有什么想法？,13020,,,,,,,,,,,,,,,,,,,,
13,FALSE,3,13020,虽然书中描述那载着魔物大军的【纳吉尔法】是一艘船，但我认为也有可能是一种【途径】，像是【传送门】？,,,,13026,,,,,,,,,,,,,,,,,,,,
13,FALSE,3,13021,我认为【尼德霍格】可能不一定真的是一条毒龙，他可能是一个引发灾难的一个【机制】 ,,询问【纳吉尔法】,您对【纳吉法尔】有什么想法？,13022,,,询问【哈提】和【斯库尔】,您对【哈提】和【斯库尔】有什么想法？,13024,,,,,,,,,,,,,,,
13,FALSE,3,13022,虽然书中描述那载着魔物大军的【纳吉尔法】是一艘船，但我认为也有可能是一种【途径】，像是【传送门】？,,询问【哈提】和【斯库尔】,您对【哈提】和【斯库尔】有什么想法？,13023,,,,,,,,,,,,,,,,,,,,
13,FALSE,3,13023,最近这种可以吸收光线的黑色物质遍布我们的周围，越来越像预言中日月被【哈提】和【斯库尔】吞掉后的样子了,,,,13026,,,,,,,,,,,,,,,,,,,,
13,FALSE,3,13024,最近这种可以吸收光线的黑色物质遍布我们的周围，越来越像预言中日月被【哈提】和【斯库尔】吞掉后的样子了,,询问【纳吉尔法】,您对【纳吉法尔】有什么想法？,13025,,,,,,,,,,,,,,,,,,,,
13,FALSE,3,13025,虽然书中描述那载着魔物大军的【纳吉尔法】是一艘船，但我认为也有可能是一种【途径】，像是【传送门】？,,,,13026,,,,,,,,,,,,,,,,,,,,
13,FALSE,3,13026,,,这些事情，感觉隐藏着巨大的玄机，而且跟最近发生的事有着关联……比如这些黑色物质……那另外的【传送门】和【机制】又是现实中的什么？,,13027,,,,,,,,,,,,,,,,,,,,
13,FALSE,3,13027,对了，这后面还有一个残页，上面还有两句话，不过我怎么也看不懂，我也念给你听听吧,,,,13028,,,,,,,,,,,,,,,,,,,,
13,FALSE,3,13028,"——彼时有灰瞳银发之使，促灾厄之成。
 ——天灾将至，诸界共灭。前世之遗，新世之始。",,银发灰瞳...我怎么觉得我遇到过一个这样的人……,,13029,,,,,,,,,,,,,,,,,,,,
13,FALSE,3,13029,好啦年轻人，喝完了我也该出发了，继续我的研究，谢谢你的招待，真希望这个世界，可以快点好起来啊……,,,,,,,,,,,,,,,,,,,,,,,,
10,FALSE,3,14001,先生，我们又见面了，能否带我去门口院子看看？,,好的，当然可以先生,,14002,,,,,,,,,,,,,,,,,,,,
10,FALSE,3,14002,感谢先生信任，我有一些重要发现，这次时间紧迫，我们就长话短说吧……,,最近发生了什么？,,14003,,,,,,,,,,,,,,,,,,,,
10,FALSE,3,14003,先生，最近黑色物质越来越多，想必你也看出来了……我逐渐的预感到，那场灾难要来临了……,,你说的重要发现是什么？,,14004,,,,,,,,,,,,,,,,,,,,
10,FALSE,3,14004,最近事态很严重，我东奔西走，找到了一位北域的先知，从他口中，我似乎找到了能解决这一切的办法！,,,,14005,,,,,,,,,,,,,,,,,,,,
10,FALSE,3,14005,但先生，请你，务必要相信我！,,你仔细说来听听,,14006,,,,,,,,,,,,,,,,,,,,
10,FALSE,3,14006,我和这位先知去了一趟北域的遗迹，在那里的石碑里看到了一些类似【预言】的东西，我们就详细了解了一下，分别提到了【法阵】，【法器】，以及……【释放】,,,,14007,,,,,,,,,,,,,,,,,,,,
10,FALSE,3,14007,随后先知对我说，这个预言似乎和大陆现在所经历的有很大关系……,,【法阵】是什么,,14008,,,【法器】是什么,,,,,【释放】是什么,,,,,,,,,,,,
10,FALSE,3,14008,大概的意思就是执行这个仪式，需要一个法阵来支持，经过我们的考察，我初步判断是大陆上的一个【农场】,,【法器】是什么,,14009,,,【释放】是什么,,14011,,,,,,,,,,,,,,,
10,FALSE,3,14009,【法器】大概就是执行仪式需要的宝物，根据先知的推断，他对我说道，这个宝物是宫里的【尼德霍格之心】,,【释放】是什么,,14010,,,,,,,,,,,,,,,,,,,,
10,FALSE,3,14010,【释放】大概就是，法器和法阵相结合后，就可以释放一些东西，我觉得应该就是那些黑暗物质吧……,,,,14023,,,,,,,,,,,,,,,,,,,,
10,FALSE,3,14011,【释放】大概就是，法器和法阵相结合后，就可以释放一些东西，我觉得应该就是那些黑暗物质吧……,,【法器】是什么,,14012,,,,,,,,,,,,,,,,,,,,
10,FALSE,3,14012,【法器】大概就是执行仪式需要的宝物，根据先知的推断，他对我说道，这个宝物是宫里的【尼德霍格之心】,,,,14023,,,,,,,,,,,,,,,,,,,,
10,FALSE,3,14013,【法器】大概就是执行仪式需要的宝物，根据先知的推断，他对我说道，这个宝物是宫里的【尼德霍格之心】,,【法阵】是什么,,14014,,,【释放】是什么,,14016,,,,,,,,,,,,,,,
10,FALSE,3,14014,大概的意思就是执行这个仪式，需要一个法阵来支持，经过我们的考察，我初步判断是大陆上的一个【农场】,,【释放】是什么,,14015,,,,,,,,,,,,,,,,,,,,
10,FALSE,3,14015,【释放】大概就是，法器和法阵相结合后，就可以释放一些东西，我觉得应该就是那些黑暗物质吧……,,,,14023,,,,,,,,,,,,,,,,,,,,
10,FALSE,3,14016,【释放】大概就是，法器和法阵相结合后，就可以释放一些东西，我觉得应该就是那些黑暗物质吧……,,【法阵】是什么,,14017,,,,,,,,,,,,,,,,,,,,
10,FALSE,3,14017,大概的意思就是执行这个仪式，需要一个法阵来支持，经过我们的考察，我初步判断是大陆上的一个【农场】,,,,14023,,,,,,,,,,,,,,,,,,,,
10,FALSE,3,14018,【释放】大概就是，法器和法阵相结合后，就可以释放一些东西，我觉得应该就是那些黑暗物质吧……,,【法阵】是什么,,14019,,,【法器】是什么,,14021,,,,,,,,,,,,,,,
10,FALSE,3,14019,大概的意思就是执行这个仪式，需要一个法阵来支持，经过我们的考察，我初步判断是大陆上的一个【农场】,,【法器】是什么,,14020,,,,,,,,,,,,,,,,,,,,
10,FALSE,3,14020,【法器】大概就是执行仪式需要的宝物，根据先知的推断，他对我说道，这个宝物是宫里的【尼德霍格之心】,,,,14023,,,,,,,,,,,,,,,,,,,,
10,FALSE,3,14021,【法器】大概就是执行仪式需要的宝物，根据先知的推断，他对我说道，这个宝物是宫里的【尼德霍格之心】,,【法阵】是什么,,14022,,,,,,,,,,,,,,,,,,,,
10,FALSE,3,14022,大概的意思就是执行这个仪式，需要一个法阵来支持，经过我们的考察，我初步判断是大陆上的一个【农场】,,,,14023,,,,,,,,,,,,,,,,,,,,
10,FALSE,3,14023,,,这……这么可怕？那我们现在需要做什么？,,14024,,,,,,,,,,,,,,,,,,,,
10,FALSE,3,14024,先生……感谢你相信我，我们需要做的，就是阻止这场灾难！找到那个背后操纵黑暗物质的人是谁……,,,,14025,,,,,,,,,,,,,,,,,,,,
10,FALSE,3,14025,所以我觉得……不管操纵的人是谁，可能他根本还不知道这个神秘的【预言】，我们可以现在就执行这个【预言】从根本上阻止他！,,具体要我怎么做？,,14026,,,,,,,,,,,,,,,,,,,,
10,FALSE,3,14026,未来会有很多人来你这里，我希望先生留意有没有一些农场的主人，以及皇室的人，我希望你可以让皇室的【法器】放到农场这个【法阵】上……,,我尽力而为,,14027,,,我真怀疑这真的有效吗？,,14028,,,,,,,,,,,,,,,
10,FALSE,3,14027,感谢先生信任！我知道做起来很难，但请您尝试，为了拯救这个大陆……,,,,,,,,,,,,,,,,,,,,,,,,
10,FALSE,3,14028,先生……我不知道有没有效，但我觉得至少是我唯一能做的尝试了……你现在很重要，请先生相信我！,,,,,,,,,,,,,,,,,,,,,,,,
7,FALSE,3,15001,诶~这小店怎么还没倒闭呀~怎么没人出来欢迎我呀~,,伯爵大人您来了，上次的罚单我都交过了，现在不可能有什么违禁品了哈,,15002,,,,,,,,,,,,,,,,,,,,
7,FALSE,3,15002,哼~知道就好~不过哦~告诉你一个不幸的消息~你的小店又要倒闭啦~因为上次的黑暗物质~你还没解释清楚呢~,,你想怎么样？,,15003,,,我确实不知道……,,15010,,-5000,,,,,,,,,,,,,
7,FALSE,3,15003,哼哼~当然是罚款啦~而且啊~你要把这些黑色物质是干什么的~全部告诉我~不然你的小店就别想要啦~,,老实交代,,15004,,,我知道你的一些事情,,15011,,,,,,,,,,,,,,,
7,FALSE,3,15004,哎哟~果然听话啊~被罚没钱了是吧~哈哈哈~嗯~那你把这些黑暗物品交给我吧~,,交付黑暗物品,,15005,,,不交付,,15010,,-2500,,,,,,,,,,,,,
7,FALSE,3,15005,哼哼~学乖了啊~还不错~那我就带回去了~这次先不罚你了~,,伯爵大人，我有一个请求……,,15006,,,,,,,,,,,,,,,,,,,,
7,FALSE,3,15006,【尼格霍尔之心】？那个破球儿你要来干嘛~虽然说没什么用处吧~但好歹也是皇宫里的东西呀~不行不行~,,我知道你的一些事情,,15007,,,,,,,,,,,,,,,,,,,,
7,FALSE,3,15007,哎哟~怎么~你还有我的把柄~我告诉你我可不怕呢~看你能说出个什么来~,,冰法师的事情，你不会不知道吧？,,15008,,,,,,,,,,,,,,,,,,,,
7,FALSE,3,15008,诶~~！你在胡说些什么……我……你怎么知道他的事情~~！,,伯爵大人，这回能帮我拿过来了吗？,,15009,,,,,,,,,,,,,,,,,,,,
7,FALSE,3,15009,哼~敢威胁我~好吧~你等着~过几天我托人把这破球儿给你带过来~,,,,,,,,,,,,,,,,,,,,,,,,
7,FALSE,3,15010,哼~果然还是不涨记性啊~那看好啦~又一张罚单~你收好哦~,,,,,,,,,,,,,,,,,,,,,,,,
7,FALSE,3,15011,哎哟~怎么~你还有我的把柄~我告诉你我可不怕呢~看你能说出个什么来~,,你是黑暗物质的操纵者,,15012,,,冰法师的事情，你不会不知道吧？,,15013,,,,,,,,,,,,,,,
7,FALSE,3,15012,你在开玩笑吧~我操纵黑暗物质？哈哈哈哈~你在做梦吧~看好啦，这是一张罚单~你收好哦~,,,,,,,,,,,,,,,,,,,,,,,,
7,FALSE,3,15013,诶~~！你在胡说些什么……我……你怎么知道他的事情~~！,,伯爵大人，你不用管这个，你帮我拿一个东西过来，我就当不知道啦,,15014,,,,,,,,,,,,,,,,,,,,
7,FALSE,3,15014,哼~你这臭小子~竟然敢威胁我！哼~好吧~你说吧~拿什么东西？,,请求拿回【尼格霍尔之心】,,15009,,,,,,,,,,,,,,,,,,,,
11,FALSE,3,16001,嘿！朋友你好，好久不见呀，还记得我吗？,,怎么可能不记得团长呢，您今天来是有什么事情？,,16002,,,,,,,,,,,,,,,,,,,,
11,FALSE,3,16002,哎呀，我这次是奉命而来，给你送一个东西的,,啊！这么快吗！伯爵大人办事还真是效率啊！,,16003,,,,,,,,,,,,,,,,,,,,
11,FALSE,3,16003,来！拿着（获得【尼格霍尔之心】）也不知道你要这玩意儿有什么用，能透露透露吗？,,是别人让我拿的,,16004,,,只是收集宝贝而已,,16012,,,,,,,,,,,,,,,
11,FALSE,3,16004,别人？能透露下是谁吗？他要这玩意有何用处？,,一位旅人,,16005,,,其实我自己想要的,,16012,,,,,,,,,,,,,,,
11,FALSE,3,16005,一位旅人？嗯……很神秘的样子啊，对了这次来我是想要问你一件重要的事情,,您请说？,,16006,,,,,,,,,,,,,,,,,,,,
11,FALSE,3,16006,朋友，我想问问你，你对于【预言】或者是【法阵】有所耳闻吗？,,没有听到过这些,,16007,,,一位旅人跟我讲过,,16013,,,,,,,,,,,,,,,
11,FALSE,3,16007,啊！这样啊，那我只能去别处问了！朋友，还有一件事，我想知道的是，你对于黑色物质还知道什么？,,我只是一个店员，怎么可能知道那些,,16008,,,可能这些黑暗物质是被释放的……,,,,,,,,,,,,,,,,,
11,FALSE,3,16008,啊！这样啊，看来朋友真的是什么都不知道呢，那我去别处问问吧,,,,16009,,,,,,,,,,,,,,,,,,,,
11,FALSE,3,16009,那我就先回啦，谢谢朋友信任我，最后再忠告朋友一句，如果觉得谁可疑，请立刻告诉我，好吗？,,有几位比较可疑，来我这里聊过黑暗物质,,16010,,,好的，您慢走,,16011,,,,,,,,,,,,,,,
11,FALSE,3,16010,这样的吗！那拜托朋友回忆一下，给我写个名单，万分感谢！（你写了一个名单，交给了骑士）,,,,,,,,,,,,,,,,,,,,,,,,
11,FALSE,3,16011,（你没有告诉骑士任何信息，他便离开了小店）,,,,,,,,,,,,,,,,,,,,,,,,
11,FALSE,3,16012,啊！哈哈哈，这东西看着也卖不了几个钱呀，算啦，这也不是我的事情，这次我来还有一个重要的事情想问你呀,,您请说？,,16006,,,,,,,,,,,,,,,,,,,,
11,FALSE,3,16013,哦？真的吗……！那请问朋友，你知道【法阵】是什么吗？是大陆的哪个位置？,,忘记了,,16014,,,一个农场,,16015,,500,一座山上,,16015,,500,一个花园里,,16015,,500,,,
11,FALSE,3,16014,啊……这样啊……如果朋友能告诉我，那可是对我很有帮助呢……不过也没关系，感谢朋友！,,,,,,,,,,,,,,,,,,,,,,,,
11,FALSE,3,16015,是这个地方吗！好的，对我有很大帮助呢，十分感谢朋友的帮助，请收下这些，以表感谢,,,,,,,,,,,,,,,,,,,,,,,,
5,FALSE,3,17001,咳咳……小伙子……我又来了……还记得我吗？,,当然了，您请进，我给您介绍介绍,,17002,,,,,,,,,,,,,,,,,,,,
5,FALSE,3,17002,你上次那批货，我还没买完呢……现在还有吗？我听邻居说你这又有新的货物啦？……,,介绍秘银镰刀,,17003,,,,,,,,,,,,,,,,,,,,
5,FALSE,3,17003,咳咳……你这把镰刀，有什么好处啊？,,大爷，这把镰刀锋利无比，而且不易损坏，保证您能用个4~5年呢！,,17004,,,大爷，这把镰刀重量很小，拿起来不费力，很适合你啊！,,17010,,,,,,,,,,,,,,,
5,FALSE,3,17004,嗯……这时间年限……我好像没什么要求啊……我家的也能用用……这次先不了……咳咳……还有什么别的呀,,介绍特制肥料,,17005,,,,,,,,,,,,,,,,,,,,
5,FALSE,3,17005,这肥料……咳咳……有啥特点啊……,,我这里的肥料，富含大量营养元素，您用了之后，产量能比之前多出快十倍呢！,,17006,,300,这肥料存储十分方便，基本不会变质，耐用性很好呢！,,17013,,0,,,,,,,,,,,,,
5,FALSE,3,17006,咳咳，不错不错……我现在一年收成，可太少啦……还有这么好的东西……,,,,17007,,,,,,,,,,,,,,,,,,,,
5,FALSE,3,17007,好啦小伙子……咳咳……这次就这样吧……我先走了……,,大爷您等等！,,17008,,,,,,,,,,,,,,,,,,,,
5,FALSE,3,17008,哎？有什么事情吗……咳咳……,,大爷，看您这么多次来，这是给您的赠品，一个喷泉装饰物，您可以放进去，图个吉祥（送出【尼德霍格之心】,,17009,,,,,,,,,,,,,,,,,,,,
5,FALSE,3,17009,诶……谢谢啊……谢谢……咳咳……这球儿还挺好看啊……有点高贵,,,,,,,,,,,,,,,,,,,,,,,,
5,FALSE,3,17010,嗯……不错不错，这正是我需要的……我要了，还有什么别的吗？咳咳……,,介绍特制肥料,,17011,,,,,,,,,,,,,,,,,,,,
5,FALSE,3,17011,这肥料……咳咳……有啥特点啊……,,我这里的肥料，富含大量营养元素，您用了之后，产量能比之前多出快十倍呢！,,17012,,600,这肥料存储十分方便，基本不会变质，耐用性很好呢！,,17013,,300,,,,,,,,,,,,,
5,FALSE,3,17012,咳咳，不错不错……我现在一年收成，可太少啦……还有这么好的东西……,,,,17007,,,,,,,,,,,,,,,,,,,,
5,FALSE,3,17013,咳咳……这个好像没啥用啊……这个肥料就算了吧……,,,,17007,,,,,,,,,,,,,,,,,,,,
